intent,text
offensive,Women think they are angels So they be in denial about their own hoe actions Do not fall into their facade See past the b
offensive,Bullying does not existBITCH ASS PEOPLE EXIST If you do not stand the fuck up for yourself stop being a pussy
offensive,Flirting with bitches on Twitter like URL
offensive,One loyal girlfriend is worth more than a hundred hoes
offensive,Scientists recently discovered that bitches do in fact be trippin
offensive,Once bitches get the D URL
offensive,ESJ got some ugly hoes yeah and them Leon G Students aint making no better of em fugly You aint lyi
offensive,This bitch possessed by the thot demon URL
offensive,Alot of good girls made a twitter became a hoe for the attention they do not receive from their fathers
offensive,Mannn these hoes for everybody other words do not love these hoes especially at FAMU
offensive,All these hoes want is sum Good Dick attention All HBCU
offensive,Am I the only nigga that fucked a virgin eecting her to scream She wasnt even moaningbitch you not a virgin FA
offensive,I got some bomb dick from a Alpha a Q Kappas a Iota two professors all in the same month Im not a hoeI just say
neither,I guess my confessions trash because none of them got posted FAMU
offensive,I know if my bf breaks up w me I will become the biggest hoe of all time amprobably fuck anyone who looks my way bc id be s
offensive,My body count went from to in one semester I am not a hoe just love sex FAMU
offensive,Sigmas love to eat pussy at their juice partys FAMU
offensive,So my homegirl fucked this alpha but little does she know shes just sloppy seconds How my pussy taste FAMU
offensive,Us dykes get more play than most niggas FAMU
offensive,track girls have the best pussy BethuneCookman
neither,Whats that bright yellow thing the ref just showed to Martins Indi I can not remember seeing one of those before clubmetro
offensive,Today is the only day you hoes get a pass for being a fool
offensive,Yall say Why you dating lil girls like mature hoes just on a rampage outside
offensive,I just fucked yo bitch bruh I tried not to tho
offensive,aye g I fucked yo bitch again by mistake
offensive,them klutzy bitches
offensive,Cause bitch I am Tae KingLute
hate speech,Mfs still in the same spot as yrs ago Beefing with the same nighas Sleeping with the same hoes Eating from the same restau
offensive,On my mama yous a hoe Omm yous a bitch Omm if you get in a jam I bet you snitch Omm
offensive,Pull up like look at my shoes bitch
neither,Rahals an idiot Second time this year hes wrecked someone under yellow
offensive,Its okay for Michael Sam to mock Manziel but if Johnny mocked Sam by pretending to have a dick in his mouth hed get a
offensive,fucking faggots They thirsty for eachother They probably fuck behind redemption
offensive,those rich sons of bitches too gready Smh
offensive,rt if u remember when steve from blue clues left us with that other bitch ass nigga joe URL
offensive,Every day I thank my nigga Jesus for hot wings and my uncanny ability to tend to these bitches
offensive,Last night was cool until niggas was more worried bout us than bitchesits like that all the time
offensive,love one of you bucket headed hoes noway
offensive,Bruh why am i always sooooooooooooooo tired but i never sleep i am like a new species of retard no disrespect
offensive,I wonder when it got attractive to be a huge bitch
offensive,we all know this nigga a bitch niggas got nerve on twitter
offensive,Charlie Sheen is a fucking boss URL
offensive,majority of these females yall gassing selling pussy prostituting escorting tricks all that do not be fooled
offensive,I often try to help someone out if I can not decide whether I want to like their insta pic like ehh ill throw this bitch
offensive,I think I am addicted to naked pictures and sit talking bout bitches that we almost had
offensive,Kamehamehaaaaaaa bitch
offensive,RT Word RT Having zero hoes >>>>
neither,Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge
neither,I just found an Oreo in my pocket Is it yours Thanks for looking after it xx
neither,A bird pooped on me
neither,It was all yellow URL
neither,On this ArmisticeDay the cry Never Again is absent and mocks our pledge to NeverForget the fallen from ancient an
offensive,Party of Racists just elected a black dude in the South The party of War on Women just elected first ever woman in redneck
offensive,when I am pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I am trashy either way I
offensive,Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose
offensive,Someone at the building next door is taunting me by having a grill going at NUMBER I think Id cut a bitch for a sausage
offensive,It amazes me how simple it is for girls to be insane bitches when itd be just as easy for them to be normal sane Ge
offensive,I know how in the moment people can be Especially guys So excuse me for not trusting you being fucked up around hoes
offensive,i do not like girls thatve been around niggas really be cuffin community pussy
offensive,it goes to her ego And her head bc it sholl is big bye bitches
hate speech,Fuck Islam you pigfucking trash troll
offensive,My boyfriend is not allowed to give a girl his jacket That hoe knows damn well what channel the weather is on she cou
offensive,Facebook needs these buttons Dislike Who cares Are you retarded
offensive,If my jokes offend you I am sorry It will not happen again are lies You are a pussy Your Mom hates you
offensive,If my tweets offend you stop being a sensitive pussy Fuck your feelings
offensive,Math city bitch math math city bitch math city bitch math math city bitch and equals bitch
offensive,Pop a molly Why do not some of you hoes start popping birth control
offensive,Saying bitch after proving your point
offensive,The nicer you are the easier you are hurt So just be a bitch
offensive,ugly people taken nerds taken hoes taken everybody taken me
offensive,FreshmanAdvice Rolling backpacks get all the bitches
offensive,Too many good single girls too many hoes taken
offensive,I could be such a bitch right now But I will restrain myself
offensive,Bitches eat mad beefdrink Henny and do the shmoney dance thats why they pussy always stink
offensive,The fuuuck happened to her RT Aint nothin worse than a bad bitch that lost it URL
neither,When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th
offensive,Hairy pussy bitch you the type that got herps
offensive,Love a bitch that never act hollywood
neither,Yankees should not even bother to show up to Boston man Just fold the franchise Cancel baseball
offensive,I suck a giant dick i suck a skinny dick i suck a faggot dick i suck a nigger dick i suck the dicks that remind me
neither,yo me totally understood Twin Peaks yo me can not seem to follow these The Great Outdoors Goldfish crackers
offensive,I think most men cheat because they are addicted to that new pussy smell
offensive,The nae nae got to the white ppl its too late Lmao they ate this hoe stonnaaaaa NaeNae URL
offensive,Chief keef is trashI am glad someone said it
offensive,low key miss you bitches
offensive,Me and my grandma got to tweakin hoe URLshe turnt
offensive,bitch you better play w this d i i i i i i i i i i c k
